OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
"18829","2015",CA,CDF,NEU,BEALE,"016660",2015/07/11 00:00:00,2015/07/11 00:00:00,"9",Cause was Shooting,,52.8651008605957,"1","1",,2886.63874369892,213937.476686023
"18830","2015",CA,CDF,RRU,GAVILAN,"036280",2015/03/29 00:00:00,2015/03/29 00:00:00,"10",,16,16.0088329315186,"1","1",,1297.59123760607,64785.4451385345
"18831","2015",CA,CDF,RRU,HIGHWAY,"044605",2015/04/18 00:00:00,2015/04/24 00:00:00,"4", ,1049,1048.68933105469,"1","1",,14287.5023154765,4243895.00120019
"18832","2015",CA,LRA,RRU,MERWIN,"074316",2015/07/01 00:00:00,2015/07/04 00:00:00,"14",CA Dept of Fish and Wildlife land,180,181.436965942383,"2","1",,3773.1473701113,734249.346100619
"18833","2015",CA,CDF,RRU,MUSTANG,"065452",2015/06/10 00:00:00,2015/06/10 00:00:00,"1",,12,7.99659061431885,"1","1",,2299.11408039183,32361.0544839422
"18834","2015",CA,CDF,RRU,SNOW,,2015/06/05 00:00:00,2015/06/05 00:00:00,"2",,25,24.7957324981689,"1","1","0063560",1844.8875465271,100344.766699766
"18835","2015",CA,CDF,RRU,ANZA,"090069",2015/08/10 00:00:00,2015/08/15 00:00:00,"10", ,500,543.53662109375,"1","1",,10307.6400011562,2199614.76911953
"18836","2015",CA,CDF,RRU,SPIDER,"078553",2015/07/12 00:00:00,2015/07/13 00:00:00,"14",,32,35.2024765014648,"7","1",,2449.05839303255,142459.367788741
"18837","2015",CA,CDF,RRU,RAMONA,"101571",2015/09/07 00:00:00,2015/09/07 00:00:00,"9",Shooting,13,12.9363622665405,"1","1",,1459.3666050307,52351.602549359
"18838","2015",CA,CDF,RRU,JACK,"078819",2015/07/13 00:00:00,2015/07/13 00:00:00,"14",,5,5.43412685394287,"7","1",,768.120687456772,21991.1310414072
"18839","2015",CA,CDF,SCU,TESLA,"005524",2015/08/19 00:00:00,2015/09/01 00:00:00,"14",,2850,2989.92529296875,"8","1",,18094.5866893011,12099798.7437478
"18840","2015",CA,CDF,LNU,PACHECO,"006036",2015/09/09 00:00:00,2015/09/13 00:00:00,"10",,217,217.726928710938,"1","1",,4131.92613160033,881109.642149541
"18841","2015",CA,CDF,SLU,PARKHILL,"006113",2015/06/20 00:00:00,2015/06/24 00:00:00,"10",,1791,1812.31506347656,"7","1",,15864.382339654,7334178.72077739
"18842","2015",CA,CDF,SHU,DEMOCRAT,"008300",2015/08/25 00:00:00,2015/08/25 00:00:00,"14",,128,123.696754455566,"1","1",,4549.45611663821,500583.018112346
"18843","2015",CA,CDF,SHU,BROWN,"008772",2015/09/08 00:00:00,2015/09/08 00:00:00,"2",,28,28.5658073425293,"1","1",,1596.05793451162,115601.717752431
"18844","2015",CA,CDF,SHU,CHINA,"007251",2015/07/29 00:00:00,2015/07/29 00:00:00,"2", ,180,175.015731811523,"1","1",,4326.12607725243,708263.543953495
"18845","2015",CA,CDF,SHU,MILL,"008749",2015/09/07 00:00:00,2015/09/07 00:00:00,"14",,10.5,12.7621583938599,"1","1",,1451.21585006753,51646.6234152842
"18846","2015",CA,CDF,SHU,FERN,"007394",2015/08/02 00:00:00,2015/08/02 00:00:00,"1",,78,88.5363464355469,"1","1",,2906.50335128844,358293.874451709
"18847","2015",CA,CDF,SHU,MALLARD,"007250",2015/07/29 00:00:00,2015/07/29 00:00:00,"15",,66,65.9510726928711,"1","1",,3563.26865807338,266894.508888804
"18848","2015",CA,CDF,SKU,DORRIS,"005736",2015/07/21 00:00:00,2015/07/21 00:00:00,"1",Both Dorris incidents are the same incident divided by Highway 97,,28.1927738189697,"1","1",,3789.64524318123,114092.104902911
"18849","2015",CA,CDF,SKU,COPCO,"006148",2015/07/31 00:00:00,2015/08/01 00:00:00,"1",,,14.0008010864258,"1","1",,1216.60096446926,56659.233016703
"18850","2015",CA,CDF,SKU,YORK,"005078",2015/07/04 00:00:00,2015/07/04 00:00:00,"1",,394,398.422943115234,"1","1",,5842.98647537,1612360.48945762
"18851","2015",CA,CDF,SKU,AGER,"005073",2015/07/04 00:00:00,2015/07/05 00:00:00,"1",,34,31.4943809509277,"1","1",,2028.74396728985,127453.241130991
"18852","2015",CA,CCO,SBC,RIDGE,"007442",2015/06/19 00:00:00,2015/06/19 00:00:00,"11",,9.10000038146973,9.07207012176514,"1","1",,1226.91181476281,36713.3661608348
"18853","2015",CA,CCO,SBC,MESA,"007898",2015/06/29 00:00:00,2015/06/30 00:00:00,"8",,211,210.834625244141,"1","1",,6255.82078136233,853217.44643026
"18854","2015",CA,CCO,SBC,MARIPOSA,"009073",2015/07/26 00:00:00,2015/07/26 00:00:00,"10",,9.10000038146973,9.0731725692749,"1","1",,830.662008506438,36717.82521339
"18855","2015",CA,CCO,SBC,WHITE,"009320",2015/08/01 00:00:00,2015/08/01 00:00:00,"11",,53.5,53.556526184082,"1","1",,3483.15131211604,216735.565693379
"18856","2015",CA,CCO,SBC,GRADE,"009987",2015/08/16 00:00:00,2015/08/16 00:00:00,"10",,19.7000007629395,19.6740818023682,"1","1",,2063.48792260916,79618.1866796766
"18857","2015",CA,CDF,TCU,TRIPLE FIRE,"000383",2015/07/21 00:00:00,2015/07/21 00:00:00,"1", ,430,427.960723876953,"6","1",,5465.99559003332,1731895.56830997
"18858","2015",CA,CDF,SHU,PONDEROSA,"001696",2015/02/23 00:00:00,2015/02/23 00:00:00,"5",,15,15.1567106246948,"6","1",,1024.72458329992,61337.0308832396
"18859","2015",CA,CDF,TGU,BAKER,"004314",2015/05/24 00:00:00,2015/05/24 00:00:00,"5",,1,0.746588170528412,"1","1",,300.65985713525,3021.33505331295
"18860","2015",CA,CDF,TGU,VALLEY,"004704",2015/06/05 00:00:00,2015/06/05 00:00:00,"1",,7,7.05489683151245,"1","1",,942.919806885851,28550.1550753465
"18861","2015",CA,CDF,TGU,RANCHO,"004887",2015/06/11 00:00:00,2015/06/11 00:00:00,"14",,12,11.8875961303711,"1","1",,1402.92263410184,48107.3965293201
"18862","2015",CA,CDF,TGU,FORK,"005089",2015/06/17 00:00:00,2015/06/17 00:00:00,"9",,55,54.298412322998,"1","1",,2212.94570410614,219737.87987043
"18863","2015",CA,CDF,TGU,BLACK,"005594",2015/07/04 00:00:00,2015/07/04 00:00:00,"14",,170,163.282958984375,"1","1",,6175.44903934411,660782.705138588
"18864","2015",CA,CDF,TGU,"36","006019",2015/07/18 00:00:00,2015/07/18 00:00:00,"10",,4,3.73126721382141,"1","1",,533.355398398335,15099.9024920137
"18865","2015",CA,CDF,TGU,OAKRIDGE,"006097",2015/07/21 00:00:00,2015/07/21 00:00:00,"14",,10,10.1685934066772,"1","1",,1311.16847085036,41150.8374772718
"18866","2015",CA,CDF,TGU,"36","006675",2015/08/08 00:00:00,2015/08/10 00:00:00,"11",,110,97.4390411376953,"1","1",,3368.12280044391,394321.816287146
"18867","2015",CA,CDF,TGU,LINKS,"006923",2015/08/16 00:00:00,2015/08/16 00:00:00,"14",,8,6.69809865951538,"1","1",,932.632936575405,27106.2435607049
"18868","2015",CA,CDF,TGU,TRUCKEE,"007519",2015/09/06 00:00:00,2015/09/06 00:00:00,"2",,1.5,1.48733389377594,"1","1",,358.512636822781,6019.02677275404
"18869","2015",CA,CDF,TGU,BUTTE,"009619",2015/11/17 00:00:00,2015/11/17 00:00:00,"14",,3,2.90830826759338,"1","1",,509.83625443238,11769.5055702163
"18870","2015",CA,BLM,NOD,DODGE,"003806",2015/08/03 00:00:00,2015/08/17 00:00:00,"2",FIMT,10570,10517.5166015625,"2","1",,66614.2176752113,42562880.9236719
"18871","2015",CA,USF,BBD,GREEN CREEK,"001518",2015/09/12 00:00:00,2015/09/24 00:00:00,"10",,28,26.8948307037354,"1","1",,1805.68154684605,108839.518328076
"18872","2015",CA,BLM,CDD,PALMAS,"012308",2015/10/15 00:00:00,2015/10/22 00:00:00,"1",,77.2,69.1694107055664,"1","1",,4103.56236364964,279918.681711265
"18873","2015",CA,BLM,NOD,S2 COAL,"003212",2015/07/07 00:00:00,2015/07/10 00:00:00,"1",,30,29.952766418457,"1","1",,2428.12888508601,121214.547233353
"18874","2015",CA,BLM,NOD,SHINN,"003008",2015/06/30 00:00:00,2015/07/06 00:00:00,"1",,111,110.80150604248,"1","1",,3298.21586049171,448397.790060142
"18875","2015",CA,BLM,NOD,S1 DUCK,"003800",2015/08/03 00:00:00,2015/08/18 00:00:00,"1",,,30.0899868011475,"1","1",,1801.18092196338,121769.855875818
"18876","2015",CA,BLM,BBD,STINE,"002717",2015/08/14 00:00:00,2015/08/14 00:00:00,"1",KRN #1529492,14,13.7939319610596,"1","1",,2020.33818732294,55822.0618462364
"18877","2015",CA,USF,INF,VAN DYKE,"000107",2015/02/06 00:00:00,2015/02/13 00:00:00,"14",initially called Point Ranch,509,512.433532714844,"7","1",,17000.0590735884,2073745.02243481
"18878","2015",CA,CDF,BTU,GRIMY,"007611",2015/05/30 00:00:00,2015/05/30 00:00:00,"2",,20,19.4230785369873,"1","1",,1098.28756934516,78602.4119329111
"18879","2015",CA,CDF,BTU,LUMPKIN,"013357",2015/09/11 00:00:00,2015/09/21 00:00:00,"7",,1042,1045.75622558594,"1","1",,10669.1628632464,4232025.34071705
"18880","2015",CA,CDF,BTU,SWEDES,"010917",2015/07/25 00:00:00,2015/08/16 00:00:00,"7",,400,390.021881103516,"1","1",,7302.25276014471,1578362.57829873
"18881","2015",CA,CDF,BTU,OLIVE,"012852",2015/09/02 00:00:00,2015/09/03 00:00:00,"2",,72,47.7582511901855,"1","1",,3560.67671433531,193270.778627867
"18882","2015",CA,CDF,BTU,MERIDIAN,"014554",2015/10/13 00:00:00,2015/10/13 00:00:00,"2",,860,901.986267089844,"1","1",,14412.2749012455,3650208.83028591
"18883","2015",CA,CDF,BTU,WEB,"009359",2015/07/01 00:00:00,2015/07/09 00:00:00,"9",,75,71.1277847290039,"1","1",,2674.06132859858,287843.945728875
"18884","2015",CA,CDF,BTU,TREE,"010781",2015/07/26 00:00:00,2015/08/01 00:00:00,"2",,15,12.7205228805542,"6","1",,985.889058050331,51478.1291479605
"18885","2014",CA,CCO,VNC,BRISTOL,"026141",2014/02/05 00:00:00,2014/03/05 00:00:00,,Helicopter GPS,20,20.1567611694336,"2","1",,1887.95912674851,81571.5180414568
"18886","2015",CA,CCO,VNC,JOHNSON,"034500",2015/05/06 00:00:00,2015/05/06 00:00:00,"14",Walked Garmin 62st,2,1.72969365119934,"1","1",,469.157884920134,6999.8219386094
"18887","2014",CA,CCO,VNC,FOOTHILL,"064025",2014/09/29 00:00:00,2014/10/01 00:00:00,, ,0,12.617901802063,,"1",,1178.46341923813,51062.8355865821
"18888","2015",CA,CCO,VNC,PALM,"016943",2015/12/03 00:00:00,2015/03/13 00:00:00,,3 spots poorly located and not included,22,22.3546581268311,"7","1",,1786.82463039394,90466.0925212476
"18889","2015",CA,CCO,VNC,WHEELER,"026044",2015/04/18 00:00:00,2015/04/19 00:00:00,"7",,,4.68068361282349,"1","1",,1025.13311695551,18942.0537452237
"18890","2015",CA,CCO,VNC,RIVER,"041060",2015/06/22 00:00:00,2015/06/24 00:00:00,"1", ,164,164.705764770508,"1","1",,7784.59419749979,666540.580207473
"18891","2015",CA,CCO,VNC,KITTRIDGE,"040352",2015/06/19 00:00:00,2015/06/19 00:00:00,"14",GPS and estimation,6,6.37741470336914,"7","1",,814.538880763053,25808.4814082696
"18892","2015",CA,CCO,VNC,RUSTIC,"054109",2015/08/14 00:00:00,2015/08/16 00:00:00,,modified per orthophoto,186,186.151077270508,"2","1",,4433.60710996362,753326.688527251
"18893","2015",CA,CCO,VNC,PEAK,"053983",2015/08/14 00:00:00,2015/08/14 00:00:00,"10", ,5,2.9313817024231,"1","1",,599.59776700491,11862.8804579024
"18894","2015",CA,CCO,VNC,SUNSET,"069564",2015/10/13 00:00:00,2015/10/13 00:00:00,"10",A spots east of houses expanded reported perimeter,1.2,0.554827153682709,"1","1",,279.240089754046,2245.30585389553
"18895","2015",CA,CCO,VNC,HARBOR,"074718",2015/03/11 00:00:00,2015/03/11 00:00:00,"14",Ventura City.  Only rough VSAT. GPS not avail.  Investigation cont.  no Origin,,0.00625795125961304,"6","1",,19.0107300758318,25.3250309597943
"18896","2015",CA,CCO,VNC,LEWIS,"075616",2015/06/11 00:00:00,2015/06/11 00:00:00,"14",,0.8,0.785171270370483,"1","1",,280.136309194673,3177.47551257301
"18897","2015",CA,CCO,VNC,PRINCETON,"075983",2015/07/11 00:00:00,2015/08/11 00:00:00,, ,44,44.2671203613281,"7","1",,3573.28832245257,179142.674402749
"18898","2015",CA,CCO,VNC,BANNISTER,"077051",2015/11/11 00:00:00,2015/12/11 00:00:00,, ,29,25.0148048400879,"7","1",,1690.78255921332,101231.323803574
"18899","2015",CA,CCO,VNC,STAFFORD,"075547",2015/06/11 00:00:00,2015/06/11 00:00:00,"2", ,0.8,0.819787919521332,"6","1",,435.995036174104,3317.56400513098
"18900","2015",CA,CCO,VNC,POTRERO,"075787",2015/07/11 00:00:00,2015/08/11 00:00:00,, ,29.2,29.2493476867676,"1","1",,1820.07797482355,118367.908462705
"18901","2015",CA,CCO,VNC,RED,"059003",2015/02/09 00:00:00,2015/02/09 00:00:00,"10",,,0.0553494580090046,"1","1",,59.2366791991374,223.991310330783
"18902","2015",CA,CCO,VNC,JOHNSON,"065341",2015/09/27 00:00:00,2015/09/27 00:00:00,"14",,0.25,0.244186729192734,"6","1",,129.80415917974,988.188632321148
"18903","2015",CA,CCO,VNC,PERKIN,"053255",2015/11/08 00:00:00,2015/08/13 00:00:00,,,8.2,9.35407638549805,"6","1",,1023.21250443755,37854.6051780596
"18904","2015",CA,CCO,VNC,SHARP,"078449",2015/11/06 00:00:00,2015/11/07 00:00:00,,,7,6.99180364608765,"1","1",,636.057124173979,28294.8246313408
"18905","2015",CA,CCO,VNC,SOLIMAR,"009187",2015/12/25 00:00:00,2015/12/29 00:00:00,"11", ,1288,1287.38818359375,"7","1",,13194.0655736622,5209874.98872097
"18906","2015",CA,USF,LMU,BECKWOURTH LIGHTNING COMPLEX,"000729",2015/07/02 00:00:00,2015/07/05 00:00:00,"1","WFDSS, start/ contain dates from INCIWEB",,14.3102998733521,"8","1",,4348.27036416243,57911.7298938792
"18907","2015",CA,USF,HTF,WASHINGTON,"030251",2015/07/19 00:00:00,2015/01/01 00:00:00,"1", ,,17779.5390625,"3","1",,95937.8407329978,71951242.3807415
"18908","2015",CA,USF,ENF,KYBURZ,"019723",2015/07/23 00:00:00,2015/11/02 00:00:00,,FIMT,,84.0194549560547,"3","1",,5227.07118371345,340014.67280086
"18909","2015",CA,CDF,TCU,BIG CREEK,"007806",2015/07/29 00:00:00,2015/09/09 00:00:00,"5","WFDSS; GPS ground",,204.392669677734,"1","1",,5739.94439607619,827147.772092027
"18910","2015",CA,CDF,FKU,CREEK,"014679",2015/09/09 00:00:00,,"14",IR heat perimeter,,137.325698852539,"3","1",,3952.20066072455,555737.379209914
"18911","2015",CA,NPS,KNP,BIG FIVE,"000044",2015/06/17 00:00:00,2015/11/02 00:00:00,"1",GPS Air,,264.56982421875,"1","1","44",6112.37987338289,1070676.11939504
"18912","2015",CA,NPS,KNP,BURNT,"000185",2015/10/20 00:00:00,2015/11/13 00:00:00,"1",,,160.729919433594,"1","1","185",3206.35933723275,650450.93271781
"18913","2015",CA,NPS,YNP,DARK,"000057",2015/07/09 00:00:00,2015/09/16 00:00:00,"1",Managed Lightning Ignited,0,37.9980926513672,"1","1","57",2488.68184345441,153772.819737956
"18914","2015",CA,NPS,YNP,TENAYA,"000123",2015/07/09 00:00:00,2015/09/15 00:00:00,"1",Suppressed Human Caused,0,408.914825439453,"1","1","123",9481.8482005538,1654819.57153497
"18915","2015",CA,NPS,YNP,MIDDLE,"000078",2015/07/27 00:00:00,2015/11/08 00:00:00,"1",Managed Lightning Ignited,0,324.768402099609,"1","1","78",5953.79057325212,1314291.03767929
"18916","2015",CA,NPS,YNP,CATHEDRAL,"000087",2015/08/02 00:00:00,2015/10/18 00:00:00,"1",Managed Lightning Ignited,0,40.1207427978516,"1","1","87",2909.37295208574,162362.891405805
"18917","2015",CA,NPS,YNP,BRIDAL VEIL,"000132",2015/10/05 00:00:00,2015/10/13 00:00:00,"1",Suppressed Human Caused,0,38.4089889526367,"6","1","132",1509.09960555042,155435.656203134
"18918","2015",CA,NPS,YNP,WHITE CASCADE,"000051",2015/07/03 00:00:00,2015/11/09 00:00:00,"1",Managed Lightning Ignited,0,50.7334289550781,"1","1","51",3836.15295055344,205310.901895682
"18919","2015",CA,USF,ANF,PINES,"003128",2015/07/17 00:00:00,2015/07/20 00:00:00,"9",,200,174.940643310547,"1","1","00000053",6819.31823381332,707959.679458204
"18920","2015",CA,USF,ANF,CABIN,"003611",2015/08/14 00:00:00,2015/09/02 00:00:00,"9",,1700,1461.84436035156,"7","1","00000072",12208.0716127934,5915874.07621872
"18921","2015",CA,USF,ANF,WARM,"003651",2015/08/16 00:00:00,2015/08/18 00:00:00,"7",,300,270.021697998047,"1","1","00000073",5809.63863993567,1092739.01791673
"18922","2015",CA,USF,ANF,MORRIS,,2015/09/02 00:00:00,2015/09/03 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,6,9.71939659118652,"1","1","00000079",889.613482287222,39333.0033745258
"18923","2015",CA,USF,ANF,SHINN,,2015/08/11 00:00:00,2015/08/12 00:00:00,"4",No perimeter in this location in GeoMAC. Inci Number Unknown,11,11.2428073883057,"6","1","00000068",924.732512791449,45498.0276488379
"18924","2015",CA,USF,ANF,RANCH,,2015/10/09 00:00:00,2015/10/09 00:00:00,"2",No perimeter in this location in GeoMAC. Inci Number Unknown,11,10.5037508010864,"1","1","00000109",1221.58058739824,42507.1727082146
"18925","2015",CA,USF,ANF,FIVE,,2015/08/06 00:00:00,2015/08/06 00:00:00,"2",No perimeter in this location in GeoMAC. Inci Number Unknown,33,24.5440502166748,"1","1","00000067",1626.54153748506,99326.2471862023
"18926","2015",CA,USF,BDF,GREEN,,2015/06/04 00:00:00,2015/06/08 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,,3.3707115650177,"1","1","00000024",575.067679189649,13640.7856489969
"18927","2015",CA,USF,BDF,SAN GORGONIO,,2015/05/05 00:00:00,2015/05/06 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,10,9.83631610870361,"6","1","00000022",860.860299675041,39806.1575196698
"18928","2015",CA,USF,BDF,STERLING,,2015/06/25 00:00:00,2015/06/28 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,118,118.025115966797,"1","1","00000038",4640.7965467372,477630.683125764
"18929","2015",CA,USF,BDF,SUMMIT3,"010399",2015/08/23 00:00:00,2015/09/20 00:00:00,"9",,55,55.5950012207031,"7","1","00000073",2985.25028404229,224984.987599222
"18930","2015",CA,USF,BDF,LAKE,"007894",2015/06/17 00:00:00,2015/12/31 00:00:00,"9", ,51000,31284.44140625,"7","1","00000034",131143.79692949,126603642.885405
"18931","2015",CA,USF,BDF,NORTH,"090001",2015/07/17 00:00:00,2015/07/17 00:00:00,"9", ,4250,4249.09326171875,"7","1","00000052",29084.9480676138,17195469.4537916
"18932","2015",CA,USF,SNF,SKY,"001047",2015/06/18 00:00:00,2015/06/21 00:00:00,"2",Fire not in Firestat. Fire Num Unknown,500,498.920654296875,"3","1","1058",9132.77672178445,2019060.26690531
"18933","2015",CA,USF,SNF,MUSIC,,2015/08/08 00:00:00,2015/08/12 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,35,32.645076751709,"6","1","00000099",1406.52090723139,132109.93264108
"18934","2015",CA,USF,STF,RESERVOIR,"002536",2015/07/21 00:00:00,2015/08/16 00:00:00,"1",,20,25.0638103485107,"1","1","00000034",1804.78643210587,101429.639815087
"18935","2015",CA,USF,STF,STONY GULCH ,,2015/03/28 00:00:00,2015/03/31 00:00:00,"9",No perimeter in this location in GeoMAC. Inci Number Unknown,6.6,6.59472179412842,"1","1","00000002",828.847521832462,26687.8914251757
"18936","2015",CA,USF,STF,TWO MILE ,,2015/04/21 00:00:00,2015/04/27 00:00:00,"5",No perimeter in this location in GeoMAC. Inci Number Unknown,5,7.51198196411133,"1","1","00000003",796.250104161262,30399.911882274
"18937","2015",CA,USF,CNF,CUTCA,"002466",2015/07/16 00:00:00,2015/08/01 00:00:00,"1",,150.44,150.41796875,"1","1","00000037",4823.65332009684,608719.931105973
"18938","2015",CA,USF,SNF,ROUGH,"001746",2015/07/31 00:00:00,2015/11/06 00:00:00,"1",,151623,151546.8125,"3","1","00000089",320337.672160726,613288192.120667
"18939","2015",CA,USF,MNF,DEER,,2015/08/01 00:00:00,2015/08/10 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,96,97.5520782470703,"1","1","00000029",3005.11987518753,394779.258691556
"18940","2015",CA,USF,MNF,BOARDMAN 2,"001157",2015/08/01 00:00:00,2015/08/09 00:00:00,"1",,95,94.7487716674805,"1","1","00000030",3464.28502207911,383434.666430007
"18941","2015",CA,USF,MNF,ETSEL,,2015/07/30 00:00:00,2015/08/08 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,30,32.0971870422363,"1","1","00000022",2286.60692998408,129892.714598142
"18942","2015",CA,USF,MNF,SAN HEDRIN,,2015/06/19 00:00:00,2015/06/20 00:00:00,"5",No perimeter in this location in GeoMAC. Inci Number Unknown,25,22.4848861694336,"1","1","00000011",1523.61101011447,90993.1050228215
"18943","2015",CA,USF,ENF,TANNER,,2015/01/24 00:00:00,2015/03/01 00:00:00,"5",No perimeter in this location in GeoMAC. Inci Number Unknown,52,44.5450019836426,"1","1","00000003",3291.68168863351,180267.223642486
"18944","2015",CA,USF,ENF,MCOULLOH,,2015/01/24 00:00:00,2015/03/01 00:00:00,"5",No perimeter in this location in GeoMAC. Inci Number Unknown,37,35.2800483703613,"1","1","00000002",2615.36728969943,142773.292703336
"18945","2015",CA,USF,ENF,MEADOW,,2015/02/22 00:00:00,2015/07/15 00:00:00,"5",No perimeter in this location in GeoMAC. Inci Number Unknown,20,22.0620040893555,"1","1","00000005",1465.3057801694,89281.761895169
"18946","2015",CA,USF,MDF,MASON ,,2015/07/09 00:00:00,2015/07/10 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,43.2,43.2731781005859,"1","1","00000036",1909.32622664552,175120.345697444
"18947","2015",CA,USF,MDF,COLD ,,2015/07/23 00:00:00,2015/07/23 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,14.2,14.2116928100586,"1","1","00000062",1115.26571130406,57512.6798765876
"18948","2015",CA,USF,MDF,TWIN,,2015/08/05 00:00:00,2015/08/06 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,70.8,67.9394454956055,"1","1","00000072",4907.74039598737,274941.184556397
"18949","2015",CA,USF,MDF,YELLOW,,2015/07/02 00:00:00,2015/07/03 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,11.2,11.1436824798584,"1","1","00000024",1628.97523603001,45096.8836674791
"18950","2015",CA,USF,MDF,WHITE ,,2015/07/21 00:00:00,2015/07/23 00:00:00,"1",No perimeter in this location in GeoMAC. Inci Number Unknown,15.7,15.3778467178345,"6","1","00000047",997.569750410621,62231.9365094299
"18951","2015",CA,USF,LPF,BURSON,"059075",2015/09/03 00:00:00,2015/09/04 00:00:00,"2",No perimeter in this location in GeoMAC.,27,18.2393779754639,"1","1","00000028",2000.10660468584,73812.1405626245
"18952","2015",CA,USF,LPF,CHORRO,"002288",2015/08/02 00:00:00,2015/08/11 00:00:00,"2",VNC inc #008558 ?,282,273.819915771484,"1","1","00000023",8217.503852095,1108109.86511966
"18953","2015",CA,USF,BDF,SCALES,"009583",2015/08/01 00:00:00,2015/08/05 00:00:00,"2",,36,45.7338333129883,"8","1","00000065",3812.72207365462,185078.255870612
"18954","2015",CA,USF,SRF,NICKOWITZ,"001470",2015/08/01 00:00:00,2015/11/02 00:00:00,"1",,7570,7576.04541015625,"7","1","00000079",52262.3575568301,30659167.3964811
"18955","2015",CA,USF,SRF,BEAR,"001488",2015/07/31 00:00:00,2015/10/31 00:00:00,"1",Gasquet Complex #1488. Individual fire inci number unknown,11609,11616.880859375,"3","1","00000066",61419.99614674,47011847.3565248
"18956","2015",CA,USF,SRF,COON,"001488",2015/08/01 00:00:00,2015/10/31 00:00:00,"1",Gasquet Complex #1488  Individual fire inci number unknown,5679,5682.626953125,"7","1","00000076",31839.2737253386,22996775.5355561
"18957","2015",CA,USF,SRF,FEEDER,"001488",2015/08/02 00:00:00,2015/09/05 00:00:00,"1",Gasquet Complex #1488  Individual fire inci number unknown,897,897.992492675781,"3","1","00000087",9309.78882630202,3634046.64130133
"18958","2015",CA,USF,SRF,SUMMIT,"001488",2015/08/02 00:00:00,2015/09/05 00:00:00,"1",Gasquet Complex #1488  Individual fire inci number unknown,639.5,639.917785644531,"3","1","00000085",13273.3238834804,2589655.37958131
"18959","2015",CA,USF,SRF,PEAK,"001488",2015/08/01 00:00:00,2015/10/31 00:00:00,"1",Gasquet Complex #1488  Individual fire inci number unknown,11516,11524.46484375,"3","1","00000082",88815.6393517726,46637854.5074741
"18960","2015",CA,USF,SRF,GROVES,"002066",2015/07/30 00:00:00,2015/10/30 00:00:00,"1",River Complex #2066. No Contain Date in Firestat,6797.8,6803.03076171875,"3","1","00000046",52926.6130649254,27530887.8385983
"18961","2015",CA,USF,SRF,EAST,"002066",2015/07/30 00:00:00,2015/10/30 00:00:00,"1",River Complex #2066. No Contain Date in Firestat,1529.8,1530.95483398438,"3","1","00000075",15134.8993548284,6195554.27401351
"18962","2015",CA,USF,SRF,PICKETT,"001433",2015/07/30 00:00:00,2015/09/01 00:00:00,"1",Mad River Complex #1433.  No Contain Date in Firestat,11004.3,11012.802734375,"7","1","00000051",45448.7329881929,44567230.8660064
"18963","2015",CA,USF,SRF,GOBBLER,"001433",2015/07/30 00:00:00,2015/09/01 00:00:00,"1",Mad River Complex #1433.  No Contain Date in Firestat,8298.7,8305.0185546875,"7","1","00000090",36578.0575522091,33609216.8017926
"18964","2015",CA,USF,SRF,LASSICS,"001433",2015/07/30 00:00:00,2015/09/06 00:00:00,"1",Mad River Complex #1433.  No Contain Date in Firestat,18178.4,18192.033203125,"7","1","00000091",59497.1760067152,73620549.0958479
"18965","2015",CA,USF,SRF,TIERNEY,"001476",2015/07/30 00:00:00,,"1",Route Complex #1476. No Contain Date in Firestat declared out 12-31-15,247.7,247.891159057617,"7","1","00000056",7721.26061847663,1003179.91516385
"18966","2015",CA,USF,SRF,CHANCE,"001476",2015/07/30 00:00:00,2015/10/30 00:00:00,"1",Route Complex #1476. No Contain Date in Firestat ,160,160.066604614258,"7","1","00000089",7311.36236950148,647766.57953732
"18967","2015",CA,USF,SRF,BUCK,"001476",2015/07/30 00:00:00,,"1",Route Complex #1476. No Contain Date in Firestat declared out 12-31-15 ,1420,1420.47961425781,"7","1","00000092",13714.2209818088,5748477.20605979
"18968","2015",CA,USF,SRF,BLAKE,"001476",2015/07/30 00:00:00,,"1",Route Complex #1476. No Contain Date in Firestat declared out 08-06-15 ,11431,11439.251953125,"7","1","00000088",55297.4791999852,46293008.5756151
"18969","2015",CA,USF,SRF,CASTLE 1,"002108",2015/07/30 00:00:00,2015/10/30 00:00:00,"1",South Complex #2108. No Contain Date in Firestat ,662,662.159118652344,"7","1","00000042",10839.9965160412,2679662.95089815
